📡  上海频道,#genre#
都市剧场,http://183.141.216.3:9999/rtp/233.50.201.190:5140
电视购物,http://183.141.216.3:9999/rtp/233.50.201.248:5140
家有购物,http://183.141.216.3:9999/rtp/233.50.201.90:5140
游戏频道,http://183.141.216.3:9999/rtp/233.50.201.207:5140
游戏频道,http://183.141.216.3:9999/rtp/233.50.201.215:5140
未知频道,http://183.141.216.3:9999/rtp/233.50.201.224:5140
中国蓝直播,http://183.141.216.3:9999/rtp/233.50.201.108:5140
浙江之声广播,http://183.141.216.3:9999/rtp/233.50.201.79:5140
浙江新闻广播,http://183.141.216.3:9999/rtp/233.50.201.80:5140
经济频道广播,http://183.141.216.3:9999/rtp/233.50.201.81:5140
音乐调频广播,http://183.141.216.3:9999/rtp/233.50.201.82:5140
交通之声广播,http://183.141.216.3:9999/rtp/233.50.201.83:5140
旅游之声广播,http://183.141.216.3:9999/rtp/233.50.201.84:5140
城市之声广播,http://183.141.216.3:9999/rtp/233.50.201.85:5140
民生资讯广播,http://183.141.216.3:9999/rtp/233.50.201.86:5140

📡  湖北频道,#genre#
湖北公共新闻,http://111.175.166.209:8686/rtp/239.69.1.40:9880
湖北经视,http://111.175.166.209:8686/rtp/239.69.1.41:9886
湖北综合,http://111.175.166.209:8686/rtp/239.69.1.42:9892
湖北垄上,http://111.175.166.209:8686/rtp/239.69.1.43:9898
湖北影视,http://111.175.166.209:8686/rtp/239.69.1.204:10866
湖北生活,http://111.175.166.209:8686/rtp/239.69.1.205:10872
湖北教育,http://111.175.166.209:8686/rtp/239.69.1.206:10878
武汉新闻综合,http://111.175.166.209:8686/rtp/239.69.1.145:10506
武汉电视剧,http://111.175.166.209:8686/rtp/239.69.1.146:10512
武汉生活,http://111.175.166.209:8686/rtp/239.69.1.251:11148
武汉经济,http://111.175.166.209:8686/rtp/239.69.1.35:9850
武汉文体,http://111.175.166.209:8686/rtp/239.69.1.147:10518
武汉外语,http://111.175.166.209:8686/rtp/239.69.1.36:9856
武汉教育,http://111.175.166.209:8686/rtp/239.69.1.60:9994
蔡甸综合,http://111.175.166.209:8686/rtp/239.69.1.245:11112
阳新综合,http://111.175.166.209:8686/rtp/239.69.1.34:9844
房县综合,http://111.175.166.209:8686/rtp/239.69.1.192:10794
CCTV1,http://111.175.166.209:8686/rtp/239.254.96.96:8550
CCTV2,http://111.175.166.209:8686/rtp/239.69.1.102:10250
CCTV3,http://111.175.166.209:8686/rtp/239.69.1.122:10370
CCTV4,http://111.175.166.209:8686/rtp/239.69.1.138:10466
CCTV5,http://111.175.166.209:8686/rtp/239.69.1.123:10376
CCTV5+,http://111.175.166.209:8686/rtp/239.254.96.234:9484
CCTV5+,http://111.175.166.209:8686/rtp/239.69.1.12:9712
CCTV6,http://111.175.166.209:8686/rtp/239.69.1.124:10382
CCTV7,http://111.175.166.209:8686/rtp/239.69.1.103:10256
CCTV8,http://111.175.166.209:8686/rtp/239.69.1.125:10388
CCTV9,http://111.175.166.209:8686/rtp/239.69.1.104:10262
CCTV10,http://111.175.166.209:8686/rtp/239.69.1.105:10268
CCTV11,http://111.175.166.209:8686/rtp/239.69.1.154:10560
CCTV12,http://111.175.166.209:8686/rtp/239.69.1.106:10274
CCTV13,http://111.175.166.209:8686/rtp/239.254.96.161:9040
CCTV14,http://111.175.166.209:8686/rtp/239.69.1.107:10280
CCTV15,http://111.175.166.209:8686/rtp/239.69.1.155:10566
CCTV16,http://111.175.166.209:8686/rtp/239.69.1.247:11124
CCTV17,http://111.175.166.209:8686/rtp/239.69.1.152:10548
CCTV164K,http://111.175.166.209:8686/rtp/239.69.1.13:9718
CCTV第一剧场,http://111.175.166.209:8686/rtp/239.69.1.74:10084
CCTV兵器科技,http://111.175.166.209:8686/rtp/239.69.1.79:10114
CCTV风云足球,http://111.175.166.209:8686/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://111.175.166.209:8686/rtp/239.69.1.83:10138
CCTV世界地理,http://111.175.166.209:8686/rtp/239.69.1.91:10186
CCTV央视台球,http://111.175.166.209:8686/rtp/239.69.1.98:10224
CCTV4-欧洲,http://111.175.166.209:8686/rtp/239.69.1.231:11028
CCTV4-美洲,http://111.175.166.209:8686/rtp/239.69.1.232:11034
CGTN记录片,http://111.175.166.209:8686/rtp/239.69.1.233:11040
CGTN西班牙语,http://111.175.166.209:8686/rtp/239.69.1.234:11046
CGTN法语,http://111.175.166.209:8686/rtp/239.69.1.235:11052
CCTV16奥林匹克-4K,http://111.175.166.209:8686/rtp/239.69.1.249:11136
BestTV测试1-4K,http://111.175.166.209:8686/rtp/239.69.1.26:9796
BestTV测试2-4K,http://111.175.166.209:8686/rtp/239.69.1.27:9802
BestTV测试3-4K,http://111.175.166.209:8686/rtp/239.69.1.25:9790
爱上4K,http://111.175.166.209:8686/rtp/239.69.1.141:10482
湖北卫视,http://111.175.166.209:8686/rtp/239.254.96.115:8664
河北卫视,http://111.175.166.209:8686/rtp/239.254.96.113:9616
深圳卫视,http://111.175.166.209:8686/rtp/239.254.96.137:8896
湖南卫视,http://111.175.166.209:8686/rtp/239.254.96.139:8908
广东卫视,http://111.175.166.209:8686/rtp/239.254.96.140:8914
北京卫视,http://111.175.166.209:8686/rtp/239.254.96.141:8920
东方卫视,http://111.175.166.209:8686/rtp/239.254.96.142:8926
浙江卫视,http://111.175.166.209:8686/rtp/239.254.96.143:8932
江苏卫视,http://111.175.166.209:8686/rtp/239.254.96.144:8938
天津卫视,http://111.175.166.209:8686/rtp/239.69.1.68:10048
山东卫视,http://111.175.166.209:8686/rtp/239.69.1.69:10054
安徽卫视,http://111.175.166.209:8686/rtp/239.69.1.70:10060
辽宁卫视,http://111.175.166.209:8686/rtp/239.69.1.71:10066
东南卫视,http://111.175.166.209:8686/rtp/239.69.1.108:10286
江西卫视,http://111.175.166.209:8686/rtp/239.69.1.126:10394
重庆卫视,http://111.175.166.209:8686/rtp/239.69.1.149:10530
贵州卫视,http://111.175.166.209:8686/rtp/239.69.1.150:10536
海南卫视,http://111.175.166.209:8686/rtp/239.69.1.151:10542
河南卫视,http://111.175.166.209:8686/rtp/239.69.1.168:10644
四川卫视,http://111.175.166.209:8686/rtp/239.69.1.169:10650
广西卫视,http://111.175.166.209:8686/rtp/239.69.1.191:10788
吉林卫视,http://111.175.166.209:8686/rtp/239.69.1.212:10914
黑龙江卫视,http://111.175.166.209:8686/rtp/239.254.96.138:8902
CHC影迷电影,http://111.175.166.209:8686/rtp/239.69.1.241:11088
CHC动作电影,http://111.175.166.209:8686/rtp/239.69.1.242:11094
CHC家庭影院,http://111.175.166.209:8686/rtp/239.69.1.243:11100
卡酷少儿,http://111.175.166.209:8686/rtp/239.69.1.193:10800
梨园频道,http://111.175.166.209:8686/rtp/239.69.1.33:9838
武术世界,http://111.175.166.209:8686/rtp/239.69.1.47:9922
快乐垂钓,http://111.175.166.209:8686/rtp/239.69.1.142:10488
茶频道,http://111.175.166.209:8686/rtp/239.69.1.144:10500
金鹰卡通,http://111.175.166.209:8686/rtp/239.69.1.248:11130
金鹰纪实,http://111.175.166.209:8686/rtp/239.69.1.109:10292
CETV1,http://111.175.166.209:8686/rtp/239.69.1.110:10298
河北卫视,http://111.175.166.209:8686/rtp/239.69.1.157:10578
东方卫视,http://111.175.166.209:8686/rtp/239.69.1.173:10674
江苏卫视,http://111.175.166.209:8686/rtp/239.69.1.174:10680


湖北公共新闻,http://111.175.164.168:8888/rtp/239.69.1.40:9880
湖北经视,http://111.175.164.168:8888/rtp/239.69.1.41:9886
湖北综合,http://111.175.164.168:8888/rtp/239.69.1.42:9892
湖北垄上,http://111.175.164.168:8888/rtp/239.69.1.43:9898
湖北影视,http://111.175.164.168:8888/rtp/239.69.1.204:10866
湖北生活,http://111.175.164.168:8888/rtp/239.69.1.205:10872
湖北教育,http://111.175.164.168:8888/rtp/239.69.1.206:10878
武汉新闻综合,http://111.175.164.168:8888/rtp/239.69.1.145:10506
武汉电视剧,http://111.175.164.168:8888/rtp/239.69.1.146:10512
武汉生活,http://111.175.164.168:8888/rtp/239.69.1.251:11148
武汉经济,http://111.175.164.168:8888/rtp/239.69.1.35:9850
武汉文体,http://111.175.164.168:8888/rtp/239.69.1.147:10518
武汉外语,http://111.175.164.168:8888/rtp/239.69.1.36:9856
武汉教育,http://111.175.164.168:8888/rtp/239.69.1.60:9994
蔡甸综合,http://111.175.164.168:8888/rtp/239.69.1.245:11112
阳新综合,http://111.175.164.168:8888/rtp/239.69.1.34:9844
房县综合,http://111.175.164.168:8888/rtp/239.69.1.192:10794
CCTV1,http://111.175.164.168:8888/rtp/239.254.96.96:8550
CCTV2,http://111.175.164.168:8888/rtp/239.69.1.102:10250
CCTV3,http://111.175.164.168:8888/rtp/239.69.1.122:10370
CCTV4,http://111.175.164.168:8888/rtp/239.69.1.138:10466
CCTV5,http://111.175.164.168:8888/rtp/239.69.1.123:10376
CCTV5+,http://111.175.164.168:8888/rtp/239.254.96.234:9484
CCTV5+,http://111.175.164.168:8888/rtp/239.69.1.12:9712
CCTV6,http://111.175.164.168:8888/rtp/239.69.1.124:10382
CCTV7,http://111.175.164.168:8888/rtp/239.69.1.103:10256
CCTV8,http://111.175.164.168:8888/rtp/239.69.1.125:10388
CCTV9,http://111.175.164.168:8888/rtp/239.69.1.104:10262
CCTV10,http://111.175.164.168:8888/rtp/239.69.1.105:10268
CCTV11,http://111.175.164.168:8888/rtp/239.69.1.154:10560
CCTV12,http://111.175.164.168:8888/rtp/239.69.1.106:10274
CCTV13,http://111.175.164.168:8888/rtp/239.254.96.161:9040
CCTV14,http://111.175.164.168:8888/rtp/239.69.1.107:10280
CCTV15,http://111.175.164.168:8888/rtp/239.69.1.155:10566
CCTV16,http://111.175.164.168:8888/rtp/239.69.1.247:11124
CCTV17,http://111.175.164.168:8888/rtp/239.69.1.152:10548
CCTV164K,http://111.175.164.168:8888/rtp/239.69.1.13:9718
CCTV第一剧场,http://111.175.164.168:8888/rtp/239.69.1.74:10084
CCTV兵器科技,http://111.175.164.168:8888/rtp/239.69.1.79:10114
CCTV风云足球,http://111.175.164.168:8888/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://111.175.164.168:8888/rtp/239.69.1.83:10138
CCTV世界地理,http://111.175.164.168:8888/rtp/239.69.1.91:10186
CCTV央视台球,http://111.175.164.168:8888/rtp/239.69.1.98:10224
CCTV4-欧洲,http://111.175.164.168:8888/rtp/239.69.1.231:11028
CCTV4-美洲,http://111.175.164.168:8888/rtp/239.69.1.232:11034
CGTN记录片,http://111.175.164.168:8888/rtp/239.69.1.233:11040
CGTN西班牙语,http://111.175.164.168:8888/rtp/239.69.1.234:11046
CGTN法语,http://111.175.164.168:8888/rtp/239.69.1.235:11052
CCTV16奥林匹克-4K,http://111.175.164.168:8888/rtp/239.69.1.249:11136
BestTV测试1-4K,http://111.175.164.168:8888/rtp/239.69.1.26:9796
BestTV测试2-4K,http://111.175.164.168:8888/rtp/239.69.1.27:9802
BestTV测试3-4K,http://111.175.164.168:8888/rtp/239.69.1.25:9790
爱上4K,http://111.175.164.168:8888/rtp/239.69.1.141:10482
湖北卫视,http://111.175.164.168:8888/rtp/239.254.96.115:8664
河北卫视,http://111.175.164.168:8888/rtp/239.254.96.113:9616
深圳卫视,http://111.175.164.168:8888/rtp/239.254.96.137:8896
湖南卫视,http://111.175.164.168:8888/rtp/239.254.96.139:8908
广东卫视,http://111.175.164.168:8888/rtp/239.254.96.140:8914
北京卫视,http://111.175.164.168:8888/rtp/239.254.96.141:8920
东方卫视,http://111.175.164.168:8888/rtp/239.254.96.142:8926
浙江卫视,http://111.175.164.168:8888/rtp/239.254.96.143:8932
江苏卫视,http://111.175.164.168:8888/rtp/239.254.96.144:8938
天津卫视,http://111.175.164.168:8888/rtp/239.69.1.68:10048
山东卫视,http://111.175.164.168:8888/rtp/239.69.1.69:10054
安徽卫视,http://111.175.164.168:8888/rtp/239.69.1.70:10060
辽宁卫视,http://111.175.164.168:8888/rtp/239.69.1.71:10066
东南卫视,http://111.175.164.168:8888/rtp/239.69.1.108:10286
江西卫视,http://111.175.164.168:8888/rtp/239.69.1.126:10394
重庆卫视,http://111.175.164.168:8888/rtp/239.69.1.149:10530
贵州卫视,http://111.175.164.168:8888/rtp/239.69.1.150:10536
海南卫视,http://111.175.164.168:8888/rtp/239.69.1.151:10542
河南卫视,http://111.175.164.168:8888/rtp/239.69.1.168:10644
四川卫视,http://111.175.164.168:8888/rtp/239.69.1.169:10650
广西卫视,http://111.175.164.168:8888/rtp/239.69.1.191:10788
吉林卫视,http://111.175.164.168:8888/rtp/239.69.1.212:10914
黑龙江卫视,http://111.175.164.168:8888/rtp/239.254.96.138:8902
CHC影迷电影,http://111.175.164.168:8888/rtp/239.69.1.241:11088
CHC动作电影,http://111.175.164.168:8888/rtp/239.69.1.242:11094
CHC家庭影院,http://111.175.164.168:8888/rtp/239.69.1.243:11100
卡酷少儿,http://111.175.164.168:8888/rtp/239.69.1.193:10800
梨园频道,http://111.175.164.168:8888/rtp/239.69.1.33:9838
武术世界,http://111.175.164.168:8888/rtp/239.69.1.47:9922
快乐垂钓,http://111.175.164.168:8888/rtp/239.69.1.142:10488
茶频道,http://111.175.164.168:8888/rtp/239.69.1.144:10500
金鹰卡通,http://111.175.164.168:8888/rtp/239.69.1.248:11130
金鹰纪实,http://111.175.164.168:8888/rtp/239.69.1.109:10292
CETV1,http://111.175.164.168:8888/rtp/239.69.1.110:10298
河北卫视,http://111.175.164.168:8888/rtp/239.69.1.157:10578
东方卫视,http://111.175.164.168:8888/rtp/239.69.1.173:10674
江苏卫视,http://111.175.164.168:8888/rtp/239.69.1.174:10680


湖北公共新闻,http://27.18.7.3:4022/rtp/239.69.1.40:9880
湖北经视,http://27.18.7.3:4022/rtp/239.69.1.41:9886
湖北综合,http://27.18.7.3:4022/rtp/239.69.1.42:9892
湖北垄上,http://27.18.7.3:4022/rtp/239.69.1.43:9898
湖北影视,http://27.18.7.3:4022/rtp/239.69.1.204:10866
湖北生活,http://27.18.7.3:4022/rtp/239.69.1.205:10872
湖北教育,http://27.18.7.3:4022/rtp/239.69.1.206:10878
武汉新闻综合,http://27.18.7.3:4022/rtp/239.69.1.145:10506
武汉电视剧,http://27.18.7.3:4022/rtp/239.69.1.146:10512
武汉生活,http://27.18.7.3:4022/rtp/239.69.1.251:11148
武汉经济,http://27.18.7.3:4022/rtp/239.69.1.35:9850
武汉文体,http://27.18.7.3:4022/rtp/239.69.1.147:10518
武汉外语,http://27.18.7.3:4022/rtp/239.69.1.36:9856
武汉教育,http://27.18.7.3:4022/rtp/239.69.1.60:9994
蔡甸综合,http://27.18.7.3:4022/rtp/239.69.1.245:11112
阳新综合,http://27.18.7.3:4022/rtp/239.69.1.34:9844
房县综合,http://27.18.7.3:4022/rtp/239.69.1.192:10794
CCTV1,http://27.18.7.3:4022/rtp/239.254.96.96:8550
CCTV2,http://27.18.7.3:4022/rtp/239.69.1.102:10250
CCTV3,http://27.18.7.3:4022/rtp/239.69.1.122:10370
CCTV4,http://27.18.7.3:4022/rtp/239.69.1.138:10466
CCTV5,http://27.18.7.3:4022/rtp/239.69.1.123:10376
CCTV5+,http://27.18.7.3:4022/rtp/239.254.96.234:9484
CCTV5+,http://27.18.7.3:4022/rtp/239.69.1.12:9712
CCTV6,http://27.18.7.3:4022/rtp/239.69.1.124:10382
CCTV7,http://27.18.7.3:4022/rtp/239.69.1.103:10256
CCTV8,http://27.18.7.3:4022/rtp/239.69.1.125:10388
CCTV9,http://27.18.7.3:4022/rtp/239.69.1.104:10262
CCTV10,http://27.18.7.3:4022/rtp/239.69.1.105:10268
CCTV11,http://27.18.7.3:4022/rtp/239.69.1.154:10560
CCTV12,http://27.18.7.3:4022/rtp/239.69.1.106:10274
CCTV13,http://27.18.7.3:4022/rtp/239.254.96.161:9040
CCTV14,http://27.18.7.3:4022/rtp/239.69.1.107:10280
CCTV15,http://27.18.7.3:4022/rtp/239.69.1.155:10566
CCTV16,http://27.18.7.3:4022/rtp/239.69.1.247:11124
CCTV17,http://27.18.7.3:4022/rtp/239.69.1.152:10548
CCTV164K,http://27.18.7.3:4022/rtp/239.69.1.13:9718
CCTV第一剧场,http://27.18.7.3:4022/rtp/239.69.1.74:10084
CCTV兵器科技,http://27.18.7.3:4022/rtp/239.69.1.79:10114
CCTV风云足球,http://27.18.7.3:4022/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://27.18.7.3:4022/rtp/239.69.1.83:10138
CCTV世界地理,http://27.18.7.3:4022/rtp/239.69.1.91:10186
CCTV央视台球,http://27.18.7.3:4022/rtp/239.69.1.98:10224
CCTV4-欧洲,http://27.18.7.3:4022/rtp/239.69.1.231:11028
CCTV4-美洲,http://27.18.7.3:4022/rtp/239.69.1.232:11034
CGTN记录片,http://27.18.7.3:4022/rtp/239.69.1.233:11040
CGTN西班牙语,http://27.18.7.3:4022/rtp/239.69.1.234:11046
CGTN法语,http://27.18.7.3:4022/rtp/239.69.1.235:11052
CCTV16奥林匹克-4K,http://27.18.7.3:4022/rtp/239.69.1.249:11136
BestTV测试1-4K,http://27.18.7.3:4022/rtp/239.69.1.26:9796
BestTV测试2-4K,http://27.18.7.3:4022/rtp/239.69.1.27:9802
BestTV测试3-4K,http://27.18.7.3:4022/rtp/239.69.1.25:9790
爱上4K,http://27.18.7.3:4022/rtp/239.69.1.141:10482
湖北卫视,http://27.18.7.3:4022/rtp/239.254.96.115:8664
河北卫视,http://27.18.7.3:4022/rtp/239.254.96.113:9616
深圳卫视,http://27.18.7.3:4022/rtp/239.254.96.137:8896
湖南卫视,http://27.18.7.3:4022/rtp/239.254.96.139:8908
广东卫视,http://27.18.7.3:4022/rtp/239.254.96.140:8914
北京卫视,http://27.18.7.3:4022/rtp/239.254.96.141:8920
东方卫视,http://27.18.7.3:4022/rtp/239.254.96.142:8926
浙江卫视,http://27.18.7.3:4022/rtp/239.254.96.143:8932
江苏卫视,http://27.18.7.3:4022/rtp/239.254.96.144:8938
天津卫视,http://27.18.7.3:4022/rtp/239.69.1.68:10048
山东卫视,http://27.18.7.3:4022/rtp/239.69.1.69:10054
安徽卫视,http://27.18.7.3:4022/rtp/239.69.1.70:10060
辽宁卫视,http://27.18.7.3:4022/rtp/239.69.1.71:10066
东南卫视,http://27.18.7.3:4022/rtp/239.69.1.108:10286
江西卫视,http://27.18.7.3:4022/rtp/239.69.1.126:10394
重庆卫视,http://27.18.7.3:4022/rtp/239.69.1.149:10530
贵州卫视,http://27.18.7.3:4022/rtp/239.69.1.150:10536
海南卫视,http://27.18.7.3:4022/rtp/239.69.1.151:10542
河南卫视,http://27.18.7.3:4022/rtp/239.69.1.168:10644
四川卫视,http://27.18.7.3:4022/rtp/239.69.1.169:10650
广西卫视,http://27.18.7.3:4022/rtp/239.69.1.191:10788
吉林卫视,http://27.18.7.3:4022/rtp/239.69.1.212:10914
黑龙江卫视,http://27.18.7.3:4022/rtp/239.254.96.138:8902
CHC影迷电影,http://27.18.7.3:4022/rtp/239.69.1.241:11088
CHC动作电影,http://27.18.7.3:4022/rtp/239.69.1.242:11094
CHC家庭影院,http://27.18.7.3:4022/rtp/239.69.1.243:11100
卡酷少儿,http://27.18.7.3:4022/rtp/239.69.1.193:10800
梨园频道,http://27.18.7.3:4022/rtp/239.69.1.33:9838
武术世界,http://27.18.7.3:4022/rtp/239.69.1.47:9922
快乐垂钓,http://27.18.7.3:4022/rtp/239.69.1.142:10488
茶频道,http://27.18.7.3:4022/rtp/239.69.1.144:10500
金鹰卡通,http://27.18.7.3:4022/rtp/239.69.1.248:11130
金鹰纪实,http://27.18.7.3:4022/rtp/239.69.1.109:10292
CETV1,http://27.18.7.3:4022/rtp/239.69.1.110:10298
河北卫视,http://27.18.7.3:4022/rtp/239.69.1.157:10578
东方卫视,http://27.18.7.3:4022/rtp/239.69.1.173:10674
江苏卫视,http://27.18.7.3:4022/rtp/239.69.1.174:10680


📡  福建频道,#genre#
凤凰卫视资讯台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰卫视中文台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.4:9542
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.1:8000
东南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.132:8708
福建公共频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.3:8012
福建新闻,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.4:8018
福建电视剧,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.5:8024
福建旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.6:8030
福建经济生活,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.7:8036
福建体育,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.160:8948
福建少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.9:8048
海峡卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.151:8894
福建教育频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.173:9026
厦门卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.11:8060
厦门1套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.55:9848
厦门2套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.56:9854
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV2,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.174:9032
CCTV3,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.34:9722
CCTV4,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.206:9224
CCTV5,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.35:9728
CCTV5+,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.171:9014
CCTV6,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.36:9734
CCTV7,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.175:9038
CCTV8,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.37:9740
CCTV9,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.172:9020
CCTV10,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.176:9044
CCTV11,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.21:8120
CCTV12,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.177:9050
CCTV13,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.23:8132
CCTV14,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.178:9056
CCTV15,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.25:8144
CGTN,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.19:8108
CCTV17,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.9:9572
快乐购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.169:9002
央广购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.220:9308
东方卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.28:8162
湖南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.31:8180
江苏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.30:8174
浙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.29:8168
河北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.57:8336
广东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.33:8192
山东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.119:8708
湖北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.120:8714
深圳卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.46:9794
黑龙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.34:8198
贵州卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.159:8942
安徽卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.248:9476
天津卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.180:9068
四川卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.251:9494
江西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.182:9080
辽宁卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.181:9074
重庆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.250:9488
北京卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.32:8186
云南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.61:8360
河南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.59:8348
海南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.42:8246
广西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.48:8282
陕西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.38:8222
青海卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.60:8354
宁夏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.56:8330
中国教育1,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.167:8990
纪实人文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.165:8978
中国教育2,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.6:9554
中国气像,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.64:8378
金鹰卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.221:9314
卡酷少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.222:9320
吉林卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.223:9326
山西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.224:9332
甘肃卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.225:9338
内蒙古卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.226:9344
新疆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.227:9350
兵团卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.228:9356
西藏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.229:9362
大湾区卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.5:9548
金鹰纪实,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.7:9560
三沙卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.10:9578
中国教育4,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.15:9608
欢笑剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.146:8864
都市剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.149:8882
哈哈炫动,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.70:8414
动漫秀场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.148:8876
嘉佳卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.72:8426
游戏风云,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.145:8858
乐游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.147:8870
法治天地,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.75:8444
东方财经,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.76:8450
金色学堂,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.78:8462
快乐垂钓,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.8:9566
生活时尚,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.141:8834
中华特产,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.72:9950
车迷频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.64:9902
优优宝贝,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.70:9938
环球旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.66:9914
生态环境,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.68:9926
百姓健康,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.62:9890
